,Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
4968,ESPN College Hoops 2K5,XB,2004.0,Sports,Sega,Visual Concepts,E
4969,Looney Tunes: Acme Arsenal,PS2,2007.0,Action,Warner Bros. Interactive Entertainment,Red Tribe,E10+
4970,SD Gundam G Generation Spirits,PS2,2007.0,Strategy,Namco Bandai Games,,
4971,Dance Party: Pop Hits,Wii,2009.0,Misc,Nordic Games,,
4972,Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,Raven Software,T
4973,The Cat in the Hat,GBA,2005.0,Platform,Jack of All Games,,
4974,Diner Dash: Sizzle & Serve,DS,2007.0,Puzzle,Eidos Interactive,,
4975,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,Atlus,T
4976,NFL GameDay 2002,PS2,2001.0,Sports,Sony Computer Entertainment,Red Zone Entertainment,E
4977,Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,Eighting,T
4978,Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,Acclaim,M
4979,NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,EA Sports,E
4980,Jam Sessions: Sing and Play Guitar (US sales),DS,2007.0,Misc,Ubisoft,,
4981,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002.0,Strategy,Namco Bandai Games,,
4982,Ice Age,GBA,2002.0,Action,Ubisoft,Artificial Mind and Movement,E
4983,Sega Superstars Tennis,PS2,2008.0,Sports,Sega,Sumo Digital,E10+
4984,Headhunter,PS2,2002.0,Action,Sega,Amuze,M
4985,FIFA 14,Wii,2013.0,Sports,Electronic Arts,EA Canada,E
4986,Yoshi Touch & Go,DS,2005.0,Platform,Nintendo,,
4987,Viking: Battle for Asgard,PS3,2008.0,Action,Sega,Creative Assembly,M
4988,Rock Band 4,PS4,2015.0,Misc,Harmonix Music Systems,Harmonix Music Systems,T
4989,Shin Megami Tensei: Devil Summoner,SAT,1995.0,Role-Playing,Atlus,,
4990,Junior Classic Games,DS,2009.0,Misc,Avanquest,Uacari,E
4991,Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
4992,ESPN Extreme Games,PS,1994.0,Sports,Sony Computer Entertainment,,
4993,Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,Point of View,E
4994,Ninja: Shadow of Darkness,PS,1998.0,Action,Eidos Interactive,,
4995,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,MachineGames,M
4996,SD Gundam G Generation-F,PS,2000.0,Strategy,Namco Bandai Games,,
4997,Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,Blitz Games,E
4998,FlatOut,PS2,2004.0,Racing,Empire Interactive,Bugbear,T
4999,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,Capcom,,
5000,Battlefield 1,PC,2016.0,Shooter,Electronic Arts,EA DICE,M
5001,SSX 3,GC,2003.0,Sports,Electronic Arts,EA Canada,E
5002,Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,Kojima Productions,M
5003,Raving Rabbids: Travel in Time 3D,3DS,2011.0,Platform,Ubisoft,,
5004,NCAA Football 11,PS2,2010.0,Sports,Electronic Arts,EA Tiburon,E
5005,Lilo & Stitch 2: Hämsterviel Havoc,GBA,2004.0,Action,Disney Interactive Studios,,
5006,LocoRoco,PSP,2006.0,Platform,Sony Computer Entertainment,SCE Japan Studio,E
5007,Risk: Global Domination,PS2,2003.0,Strategy,Atari,Cyberlore Studios,T
5008,Deus Ex: Mankind Divided,PS4,2016.0,Role-Playing,Square Enix,Eidos Montreal,M
5009,Mobile Suit Gundam version 2.0,PS,1996.0,Action,Namco Bandai Games,,
5010,FIFA 17,X360,2016.0,Sports,Electronic Arts,"EA Sports, EA Vancouver",E
5011,Grandia Xtreme,PS2,2002.0,Role-Playing,Enix Corporation,Game Arts,T
5012,Tamagotchi Connection: Corner Shop 3,DS,2007.0,Simulation,Atari,NanaOn-Sha,E
5013,Silent Scope,PS2,2000.0,Shooter,Konami Digital Entertainment,KCET,M
5014,Final Fantasy Adventure,GB,1991.0,Role-Playing,SquareSoft,,
5015,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,High Voltage Software,E
5016,The Incredible Hulk,PS2,2008.0,Action,Sega,Edge of Reality,T
5017,Mercenaries 2: World in Flames,PS2,2008.0,Shooter,Electronic Arts,Artificial Mind and Movement,T
5018,Saints Row: The Third,PC,2011.0,Action,THQ,Volition Inc.,M
5019,Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,Capcom,T
5020,Tokimeki Memorial: Forever with You,SAT,1996.0,Simulation,Konami Digital Entertainment,,
5021,MediEvil II,PS,1999.0,Action,Sony Computer Entertainment,,
5022,Hunter: The Reckoning,XB,2002.0,Action,Interplay,High Voltage Software,M
5023,MX vs. ATV Untamed,PS2,2007.0,Racing,THQ,Rainbow Studios,E
5024,Rogue Trip: Vacation 2012,PS,1998.0,Racing,GT Interactive,,
5025,Phantasy Star Ø,DS,2008.0,Role-Playing,Sega,,
5026,Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,"Blue Byte, Related Designs",T
5027,Dai-4-Ji Super Robot Taisen,SNES,1995.0,Strategy,Banpresto,,
5028,Tales of Hearts,PSV,2013.0,Role-Playing,Namco Bandai Games,,
5029,Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,Lightning Fish Games,E
5030,Ice Age: Dawn of the Dinosaurs,DS,2009.0,Action,Activision,Activision,E
5031,Pokemon Channel,GC,2003.0,Adventure,Nintendo,Ambrella,E
5032,Taiko no Tatsujin Portable DX,PSP,2011.0,Misc,Namco Bandai Games,,
5033,Etrian Odyssey IV: Legends of the Titans,3DS,2012.0,Role-Playing,Atlus,,
5034,Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,Black Lantern Studios,EC
5035,Iron Man 2,PSP,2010.0,Action,Sega,High Voltage Software,T
5036,Moto Racer World Tour,PS,2000.0,Racing,Sony Computer Entertainment,,
5037,Virtua Tennis 2009,PS3,2009.0,Sports,Sega,Sumo Digital,E
5038,The Dog Island,Wii,2007.0,Adventure,Ubisoft,Yuke's,E
5039,NCAA Final Four 2000,PS,1999.0,Sports,989 Sports,,
5040,Madagascar: Escape 2 Africa,PS2,2008.0,Action,Activision,Toys for Bob,E
5041,Hangman,2600,,Puzzle,Atari,,
5042,Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,Firebrand Games,E10+
5043,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,Namco Bandai Games,CyberConnect2,T
5044,Tiger Woods PGA Tour 08,PSP,2007.0,Sports,Electronic Arts,EA Salt Lake,E
5045,Cabela's Dangerous Hunts 2009,Wii,2008.0,Sports,Activision Value,FUN Labs,T
5046,Petz Rescue: Wildlife Vet,DS,2008.0,Simulation,Ubisoft,"Lexis Numerique, Virtual Toys",E
5047,Dancing with the Stars: We Dance!,Wii,2008.0,Misc,Activision,,
5048,Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,Ensemble Studios,T
5049,Madden NFL 11,PSP,2010.0,Sports,Electronic Arts,EA Tiburon,E
5050,Gravitar,2600,1982.0,Action,Atari,,
5051,EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,SCEE,E10+
5052,Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014.0,Fighting,Namco Bandai Games,,
5053,Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,Konami,E10+
5054,LEGO Marvel Super Heroes,DS,2013.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
5055,WWE SmackDown vs. Raw 2011,PS2,2010.0,Fighting,THQ,Yuke's,T
5056,Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,Konami,E
5057,Just Dance 2014,PS3,2013.0,Misc,Ubisoft,Ubisoft,E10+
5058,Wii Sports Club,WiiU,2014.0,Sports,Nintendo,Nintendo,E10+
5059,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,EA Games,E
5060,Paws & Claws: Pampered Pets,DS,2009.0,Simulation,THQ,,
5061,Puppy Palace,DS,2008.0,Simulation,Ubisoft,Ubisoft,E
5062,Peppa Pig: The Game,Wii,2009.0,Misc,Pinnacle,,
5063,Skylanders Giants,WiiU,2012.0,Action,Activision,Vicarious Visions,E10+
5064,GRID 2,PS3,2013.0,Racing,Codemasters,Codemasters,E
5065,Solaris,2600,1986.0,Shooter,Atari,,
5066,Resident Evil Zero,PS4,2016.0,Action,Capcom,,
5067,Super Dragon Ball Z,PS2,2006.0,Fighting,Atari,Crafts & Meister,T
5068,Scooby-Doo! and the Spooky Swamp,DS,2010.0,Action,Warner Bros. Interactive Entertainment,,
5069,Petz Rescue: Ocean Patrol,DS,2008.0,Adventure,Ubisoft,Magic Pockets,E
5070,The Golden Compass,PSP,,Action,Sega,Shiny Entertainment,E10+
5071,Tobal 2,PS,1997.0,Fighting,SquareSoft,,
5072,Farming Simulator 2015,PS3,2015.0,Simulation,Koch Media,,
5073,NBA 2K10,Wii,2009.0,Sports,Take-Two Interactive,Visual Concepts,E
5074,Persona 5,PS4,2016.0,Role-Playing,Atlus,Atlus,
5075,Disney Sing It,PS3,2008.0,Misc,Disney Interactive Studios,Zoe Mode,E
5076,Tiger Woods PGA Tour 09,PS2,2008.0,Sports,Electronic Arts,EA Tiburon,E
5077,Ultimate Spider-Man,GC,2005.0,Action,Activision,Treyarch,T
5078,NBA Inside Drive 2002,XB,2002.0,Sports,Microsoft Game Studios,High Voltage Software,E
5079,Major League Baseball 2K6,X360,2006.0,Sports,Spike,Kush Games,E
5080,Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,Ubisoft,E
5081,LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,LucasArts,Traveller's Tales,E10+
5082,NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,Visual Concepts,E
5083,Kileak: The DNA Imperative,PS,1994.0,Shooter,Sony Computer Entertainment,,
5084,Petz: Catz 2,PS2,2006.0,Simulation,Ubisoft,Ubisoft,E
5085,Just Dance 4,WiiU,2012.0,Misc,Ubisoft,Ubisoft Paris,E10+
5086,Phantasy Star Portable 2: Infinity,PSP,2011.0,Role-Playing,Sega,,
5087,"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,Radical Entertainment,E
5088,Reel Fishing III,PS2,2003.0,Sports,Natsume,Open Sesame,E
5089,Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,Sand Grain Studios,T
5090,Monster Jam: Path of Destruction,DS,2010.0,Racing,Activision,Virtuos,E
5091,Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,Criterion Games,E10+
5092,Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,"Pipeworks Software, Inc.",E10+
5093,High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,3DO,E
5094,Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,EA Bright Light,E
5095,Super Formation Soccer 94,SNES,1994.0,Sports,Human Entertainment,,
5096,Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,Microsoft Game Studios,Blueside,M
5097,Panzer Dragoon,SAT,1995.0,Shooter,Sega,,
5098,Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,Next Level Games,E10+
5099,Yarudora Series Vol.1: Double Cast,PS,1998.0,Adventure,Sony Computer Entertainment,,
5100,Rec Room Games,Wii,2009.0,Sports,Destineer,Arcade Moon,E
5101,EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,EA Tiburon,T
5102,Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,Activision,E10+
5103,Quake 4,X360,2005.0,Shooter,Activision,Raven Software,M
5104,Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,EA Tiburon,E
5105,Skate,PS3,2007.0,Sports,Electronic Arts,EA Black Box,T
5106,Cabela's Big Game Hunter 2012,Wii,2011.0,Sports,Activision,Activision,T
5107,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000.0,Role-Playing,ChunSoft,,
5108,Turok: Rage Wars,N64,1999.0,Shooter,Acclaim Entertainment,,
5109,Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,,
5110,Rage,PC,2011.0,Shooter,Bethesda Softworks,id Software,M
5111,Dragonfire,2600,1981.0,Action,Imagic,,
5112,Custom Robo,GC,2004.0,Role-Playing,Nintendo,Noise Inc.,T
5113,Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,Ubisoft Quebec,T
5114,BioShock The Collection,PS4,2016.0,Shooter,Take-Two Interactive,2K Games,M
5115,Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,Indies Zero,T
5116,DiRT 2,Wii,2009.0,Racing,Codemasters,Codemasters,E10+
5117,Pac-Man World 2,GC,2002.0,Action,Nintendo,Namco,E
5118,Kotoba no Puzzle: Mojipittan DS,DS,2007.0,Puzzle,Namco Bandai Games,,
5119,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,Crystal Dynamics,T
5120,Rocket League,PS4,2016.0,Sports,505 Games,Psyonix,E
5121,The BIGS,Wii,2007.0,Sports,Take-Two Interactive,Blue Castle Games,E
5122,Barbie Horse Adventures: Blue Ribbon Race,GBA,2003.0,Sports,Knowledge Adventure,,
5123,Destiny: The Taken King,PS3,2015.0,Shooter,Activision,Bungie,T
5124,Skylanders: SuperChargers,PS3,2015.0,Action,Activision,Vicarious Visions,E10+
5125,The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,Amaze Entertainment,E
5126,Imagine: Salon Stylist,DS,2009.0,Simulation,Ubisoft,Playbox Limited,E
5127,Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,Juice Games,T
5128,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003.0,Adventure,Square Enix,,
5129,Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,Obsidian Entertainment,T
5130,Hell's Kitchen: The Game,DS,2008.0,Simulation,Ubisoft,,
5131,DiRT Rally,PS4,2016.0,Racing,Codemasters,Codemasters,E
5132,NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts,EA Tiburon,E
5133,Super Robot Taisen EX,SNES,1994.0,Strategy,Banpresto,,
5134,FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,EA Canada,E
5135,Virtua Tennis 2009,Wii,2009.0,Sports,Sega,Sumo Digital,E
5136,Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,Climax Group,T
5137,Bottom of the 9th,N64,1999.0,Sports,Konami Digital Entertainment,,
5138,The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,Vivendi Games,Amaze Entertainment,E
5139,Shin Megami Tensei II,SNES,1994.0,Role-Playing,Atlus,,
5140,Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,EA Games,E10+
5141,Wanted: Weapons of Fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,GRIN,M
5142,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,Monolith Soft,T
5143,Skylanders: Trap Team,XOne,2014.0,Action,Activision,,
5144,Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,Neverland,E10+
5145,Virtua Fighter 3tb,DC,1998.0,Fighting,Sega,,
5146,Medieval II: Total War Gold Edition,PC,2008.0,Strategy,Sega,Sega,T
5147,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,Io Interactive,E10+
5148,Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,Takara Tomy,T
5149,Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,,
5150,Scribblenauts: Unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,5TH Cell,E10+
5151,The House of the Dead: Overkill - Extended Cut,PS3,2011.0,Shooter,Sega,,
5152,Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,Vicarious Visions,T
5153,The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,EA Redwood Shores,T
5154,NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,EA Sports,E
5155,Batman: Arkham City,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,,
5156,NBA Live 2003,XB,,Sports,Electronic Arts,EA Canada,E
5157,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,Tri-Crescendo,T
5158,GoldenEye: Rogue Agent,GC,2004.0,Shooter,Electronic Arts,EA LA,T
5159,Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,Black Box,T
5160,Zero4 Champ RR,SNES,1994.0,Sports,Media Rings,,
5161,Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,Namco Bandai Games,Dimps Corporation,T
5162,Elite Beat Agents,DS,2006.0,Misc,Nintendo,iNiS,E10+
5163,Nonomura Byoin no Hitobito,SAT,1996.0,Adventure,Elf,,
5164,ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,KCEO,E
5165,Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,Firaxis Games,E10+
5166,NHL 15,PS3,2014.0,Sports,Electronic Arts,EA Sports,E10+
5167,Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,Konami,T
5168,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,Game Factory,Neko Entertainment,E
5169,Dreamworks Madagascar Kartz,DS,2009.0,Racing,Activision,Virtuos,E
5170,Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,Valve Software,M
5171,Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,Harmonix Music Systems,T
5172,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,,
5173,Super Fire ProWrestling Special,SNES,1994.0,Fighting,Human Entertainment,,
5174,Star Fox: Zero,WiiU,2016.0,Shooter,Nintendo,PlatinumGames,E10+
5175,SAW,PS3,2009.0,Action,Konami Digital Entertainment,Zombie Studios,M
5176,Yuu Yuu Hakusho,SNES,1993.0,Fighting,Namco Bandai Games,,
5177,Tom Clancy's HAWX 2,X360,2010.0,Action,Ubisoft,Ubisoft,T
5178,Kamaitachi no Yoru 2,PS2,2002.0,Adventure,ChunSoft,,
5179,High Heat Major League Baseball 2004,PS2,2003.0,Sports,3DO,3DO,E
5180,Robots,PS2,2005.0,Action,Vivendi Games,Eurocom Entertainment Software,E
5181,NARC,PS2,2005.0,Shooter,Midway Games,Point of View,M
5182,One Piece: Gigant Battle!,DS,2010.0,Fighting,Namco Bandai Games,,
5183,Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,Monolith Soft,E10+
5184,My Horse & Me,DS,2007.0,Sports,Atari,,
5185,Bionic Commando,PS3,2009.0,Platform,Capcom,GRIN,M
5186,Monster Rancher 3,PS2,2001.0,Simulation,Tecmo Koei,Tecmo,E
5187,The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,Heavy Iron Studios,E10+
5188,Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,"Bandai Namco Games, Artdink",T
5189,MechWarrior 2: 31st Century Combat,PS,1997.0,Simulation,Activision,,
5190,Zoo Tycoon (2013),XOne,2013.0,Simulation,Microsoft Game Studios,,
5191,Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,Pax Softonica,E
5192,Okage: Shadow King,PS2,2001.0,Role-Playing,Sony Computer Entertainment,Zener Works,T
5193,Mobile Suit Z-Gundam,PS,1997.0,Action,Namco Bandai Games,,
5194,Cubix Robots for Everyone: Clash 'n' Bash,GBA,,Action,Unknown,,
5195,BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,Arc System Works,T
5196,Kirby's Dream Land 3,SNES,1997.0,Platform,Nintendo,,
5197,Big Bass World Championship,PS,1997.0,Sports,Starfish,,
5198,NFL GameDay 2001,PS2,2000.0,Sports,Sony Computer Entertainment,SCEA,E
5199,NBA 2K6,XB,2005.0,Action,Take-Two Interactive,Visual Concepts,E
5200,Saban's Power Rangers: Lightspeed Rescue,N64,2000.0,Action,THQ,,
5201,Tetrisphere,N64,1997.0,Puzzle,Nintendo,,
5202,Jurassic Park,NES,1993.0,Action,Ocean,,
5203,Mystical Ninja starring Goemon,N64,1997.0,Action,Konami Digital Entertainment,,
5204,Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,Blue Tongue Entertainment,E10+
5205,The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,Disney Interactive Studios,Traveller's Tales,T
5206,World's Scariest Police Chases,PS,2001.0,Racing,Activision,UDS,T
5207,Shaun Palmer's Pro Snowboarder,GBA,2001.0,Sports,Activision,Natsume,E
5208,North American Hunting Extravaganza,Wii,2008.0,Sports,Zushi Games,Arcade Moon,T
5209,ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010.0,Simulation,Activision,Activision,E
5210,MechAssault 2: Lone Wolf,XB,2004.0,Simulation,Microsoft Game Studios,Day 1 Studios,T
5211,Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,Square Enix,TOSE,T
5212,Hamster Club 3,GBA,2002.0,Simulation,Jorudan,,
5213,Breath of Fire II,SNES,1994.0,Role-Playing,Laguna,,
5214,LEGO Racers,PS,1999.0,Racing,LEGO Media,,
5215,Just Dance 2016,PS4,2015.0,Misc,Ubisoft,Ubisoft,E10+
5216,ESPN NFL Football,XB,2003.0,Sports,Sega,Visual Concepts,E
5217,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005.0,Fighting,Atari,,
5218,Rapala Pro Fishing,PS2,2004.0,Sports,Zoo Digital Publishing,Activision,E
5219,ATV/Monster Truck Mayhem,DS,2007.0,Racing,"Destination Software, Inc",,
5220,J-League Pro Soccer Club o Tsukurou '04,PS2,2004.0,Sports,Sega,,
5221,Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,Beenox,T
5222,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012.0,Strategy,Namco Bandai Games,,
5223,TMNT,Wii,2007.0,Action,Ubisoft,Ubisoft Montreal,E10+
5224,Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,"RED Entertainment, Spike Chunsoft",E10+
5225,Disney's The Haunted Mansion,PS2,2003.0,Platform,Take-Two Interactive,,
5226,Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,Cattle Call,T
5227,Dance Dance Revolution 3rdMix,PS,2000.0,Simulation,Konami Digital Entertainment,,
5228,Ryu Ga Gotoku Kenzan!,PS3,2008.0,Adventure,Sega,,
5229,Super Robot Taisen A,GBA,2001.0,Strategy,Banpresto,,
5230,Watch Dogs 2,XOne,2016.0,Action,Ubisoft,Ubisoft Montreal,M
5231,Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,Exient Entertainment,E
5232,Boxer's Road,PS,1995.0,Fighting,New,,
5233,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,,
5234,Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,Eurocom Entertainment Software,E
5235,Toriko: Gourmet Survival!,PSP,2011.0,Role-Playing,Namco Bandai Games,,
5236,South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,,
5237,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994.0,Platform,Konami Digital Entertainment,,
5238,Arctic Thunder,PS2,2001.0,Racing,Midway Games,Inland Productions,T
5239,NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,Take-Two Interactive,E10+
5240,J-League Pro Soccer Club o Tsukurou!,DC,1999.0,Sports,Sega,,
5241,ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,Ubisoft,E
5242,Digging for Dinosaurs,DS,2010.0,Action,Scholastic Inc.,CokeM Interactive,E
5243,Formula 1 Championship Edition,PS,1997.0,Racing,Psygnosis,,
5244,Shrek,XB,2001.0,Platform,TDK Mediactive,Digital Illusions,T
5245,Dragon's Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,Vanillaware,T
5246,Thief (2014),PS3,2014.0,Action,Square Enix,,
5247,Blasto,PS,1998.0,Action,Sony Computer Entertainment,,
5248,Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
5249,Wonder Pets! Save the Animals!,DS,2008.0,Adventure,Take-Two Interactive,,
5250,Backyard Baseball 2006,GBA,2005.0,Sports,Atari,,
5251,Cabela's Outdoor Adventures (2006),PS2,2005.0,Sports,Zoo Digital Publishing,Sand Grain Studios,T
5252,Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,ITL,T
5253,Press Your Luck 2010 Edition,Wii,2009.0,Misc,Ubisoft,Ludia Inc.,E
5254,Nicktoons: Unite!,GC,2005.0,Adventure,THQ,,
5255,Farming Simulator 2015,PS4,2015.0,Simulation,Koch Media,,
5256,Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,Sandlot,M
5257,Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
5258,Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,Konami,T
5259,Picross 2,GB,1996.0,Puzzle,Nintendo,,
